model_a,model_b,winner,category
gemma-3-27b-it,minimax-m1,model_b,other
o4-mini-2025-04-16,claude-opus-4-20250514,model_b,other
qwen3-30b-a3b,claude-opus-4-20250514,model_a,other
gemini-2.5-flash-preview-04-17,grok-3-mini-beta,model_b,other
qwen3-235b-a22b,amazon.nova-pro-v1:0,model_a,coding
mistral-small-3.1-24b-instruct-2503,chatgpt-4o-latest-20250326,model_b,other
amazon.nova-pro-v1:0,claude-sonnet-4-20250514-thinking-32k,model_b,other
hunyuan-turbos-20250416,o4-mini-2025-04-16,model_a,coding
claude-opus-4-20250514,qwen3-235b-a22b,model_b,other
claude-sonnet-4-20250514-thinking-32k,claude-opus-4-20250514-thinking-16k,model_b,other
gemini-2.0-flash-001,o3-2025-04-16,model_b,other
deepseek-r1-0528,qwen3-235b-a22b,model_b,other
claude-sonnet-4-20250514,qwq-32b,model_a,other
gpt-4.1-mini-2025-04-14,llama-3.3-70b-instruct,model_b,other
claude-sonnet-4-20250514,mistral-small-3.1-24b-instruct-2503,model_a,other
gemini-2.5-pro-preview-03-25,gemini-2.5-flash-preview-04-17,model_b,coding
gpt-4o-2024-11-20,grok-3-mini-beta,model_b,coding
grok-4-0709,mistral-small-3.1-24b-instruct-2503,model_a,other
mistral-medium-2505,deepseek-v3-0324,model_a,coding
llama-4-maverick-03-26-experimental,llama-4-maverick-17b-128e-instruct,model_a,other
deepseek-v3-0324,gemini-2.5-flash-lite-preview-06-17-thinking,model_a,coding
gpt-4.1-mini-2025-04-14,gemini-2.5-pro,model_b,other
qwen-max-2025-01-25,qwen3-235b-a22b-no-thinking,model_a,coding
claude-3-5-haiku-20241022,claude-3-5-sonnet-20241022,model_b,coding
claude-sonnet-4-20250514,gemini-2.5-flash,model_b,other
minimax-m1,command-a-03-2025,model_b,coding
claude-3-7-sonnet-20250219,qwen3-235b-a22b-no-thinking,model_b,other
claude-sonnet-4-20250514,amazon.nova-pro-v1:0,model_a,coding
llama-4-scout-17b-16e-instruct,claude-3-7-sonnet-20250219,model_b,other
claude-sonnet-4-20250514,mistral-medium-2505,model_b,other
gemma-3-27b-it,claude-sonnet-4-20250514,model_a,other
grok-3-preview-02-24,o3-mini,model_a,other
claude-3-5-haiku-20241022,claude-3-7-sonnet-20250219,model_a,other
claude-3-5-haiku-20241022,llama-3.3-70b-instruct,model_b,other
gemini-2.5-pro,minimax-m1,model_b,coding
minimax-m1,o3-mini,model_a,other
gpt-4.1-2025-04-14,claude-3-7-sonnet-20250219-thinking-32k,model_b,other
claude-opus-4-20250514-thinking-16k,o3-mini,model_a,coding
claude-3-7-sonnet-20250219,claude-sonnet-4-20250514-thinking-32k,model_b,coding
o3-2025-04-16,command-a-03-2025,model_a,other
deepseek-r1-0528,gemma-3n-e4b-it,model_a,other
o4-mini-2025-04-16,llama-4-maverick-03-26-experimental,model_b,other
o3-mini,grok-3-mini-beta,model_a,other
gemini-2.0-flash-001,claude-3-5-haiku-20241022,model_b,coding
gemini-2.0-flash-001,gemini-2.5-flash-lite-preview-06-17-thinking,model_b,other
claude-opus-4-20250514,claude-3-7-sonnet-20250219-thinking-32k,model_a,other
mistral-medium-2505,command-a-03-2025,model_a,coding
amazon-nova-experimental-chat-05-14,grok-3-mini-high,model_a,other
claude-opus-4-20250514,gemini-2.5-flash-lite-preview-06-17-thinking,model_a,coding
o4-mini-2025-04-16,grok-3-preview-02-24,model_a,other
gemini-2.5-flash-lite-preview-06-17-thinking,o4-mini-2025-04-16,model_b,other
gemini-2.5-pro,o4-mini-2025-04-16,model_a,coding
minimax-m1,claude-opus-4-20250514,model_a,other
gemma-3-27b-it,gemini-2.0-flash-thinking-exp-01-21,model_a,other
llama-4-maverick-17b-128e-instruct,kimi-k2-0711-preview,model_b,other
gemma-3-27b-it,deepseek-v3-0324,model_a,other
gemini-2.5-flash,amazon.nova-pro-v1:0,model_a,other
mistral-medium-2505,mistral-small-3.1-24b-instruct-2503,model_a,other
gemini-2.5-flash,claude-3-7-sonnet-20250219,model_a,other
gemini-2.5-flash,gpt-4.1-2025-04-14,model_b,coding
claude-opus-4-20250514,grok-3-preview-02-24,model_b,other
o4-mini-2025-04-16,llama-4-maverick-03-26-experimental,model_a,coding
o4-mini-2025-04-16,deepseek-v3-0324,model_a,coding
mistral-medium-2505,gemini-2.5-flash,model_a,other
llama-4-maverick-17b-128e-instruct,gemini-2.0-flash-thinking-exp-01-21,model_a,other
mistral-medium-2505,command-a-03-2025,model_a,other
chatgpt-4o-latest-20250326,claude-3-5-sonnet-20241022,model_a,other
qwen3-30b-a3b,gpt-4.1-mini-2025-04-14,model_b,coding
mistral-small-3.1-24b-instruct-2503,claude-sonnet-4-20250514-thinking-32k,model_a,other
mistral-small-2506,amazon.nova-pro-v1:0,model_a,other
hunyuan-turbos-20250416,mistral-small-3.1-24b-instruct-2503,model_a,other
mistral-medium-2505,claude-sonnet-4-20250514-thinking-32k,model_a,other
amazon.nova-pro-v1:0,claude-sonnet-4-20250514-thinking-32k,model_b,coding
claude-opus-4-20250514-thinking-16k,deepseek-v3-0324,model_b,other
gemini-2.5-flash,qwen3-30b-a3b,model_a,other
qwq-32b,claude-sonnet-4-20250514-thinking-32k,model_a,other
qwen3-235b-a22b,chatgpt-4o-latest-20250326,model_b,other
qwen3-235b-a22b-no-thinking,gemini-2.0-flash-001,model_b,other
claude-3-5-haiku-20241022,o3-2025-04-16,model_b,other
deepseek-v3-0324,o4-mini-2025-04-16,model_b,other
claude-sonnet-4-20250514,minimax-m1,model_a,other
claude-opus-4-20250514-thinking-16k,minimax-m1,model_b,coding
llama-4-maverick-17b-128e-instruct,kimi-k2-0711-preview,model_b,other
qwen3-235b-a22b-instruct-2507,amazon-nova-experimental-chat-05-14,model_b,other
o3-2025-04-16,amazon.nova-pro-v1:0,model_b,coding
o3-mini,deepseek-r1-0528,model_a,other
llama-4-scout-17b-16e-instruct,qwen3-235b-a22b,model_b,other
claude-opus-4-20250514,gemini-2.0-flash-001,model_a,coding
o3-2025-04-16,claude-3-5-sonnet-20241022,model_a,other
gemini-2.5-flash,gpt-4.1-2025-04-14,model_a,other
o3-mini,claude-3-7-sonnet-20250219,model_b,other
kimi-k2-0711-preview,mistral-small-2506,model_b,coding
gemini-2.5-flash-preview-04-17,qwen3-235b-a22b,model_b,other
claude-3-7-sonnet-20250219,qwen3-30b-a3b,model_a,coding
llama-4-maverick-03-26-experimental,mistral-small-3.1-24b-instruct-2503,model_a,other
gemini-2.5-flash,claude-sonnet-4-20250514-thinking-32k,model_b,coding
gemini-2.0-flash-001,claude-3-5-sonnet-20241022,model_a,coding
o4-mini-2025-04-16,gpt-4.1-2025-04-14,model_b,coding
minimax-m1,claude-3-5-sonnet-20241022,model_a,coding
claude-opus-4-20250514,grok-3-mini-beta,model_b,other
qwen3-235b-a22b,claude-3-5-sonnet-20241022,model_a,other
grok-3-mini-beta,qwq-32b,model_a,other
claude-sonnet-4-20250514-thinking-32k,claude-3-7-sonnet-20250219-thinking-32k,model_a,coding
magistral-medium-2506,minimax-m1,model_b,coding
claude-3-7-sonnet-20250219,qwen3-235b-a22b-no-thinking,model_b,other
llama-4-maverick-03-26-experimental,o4-mini-2025-04-16,model_a,other
claude-opus-4-20250514,mistral-medium-2505,model_b,other
deepseek-r1-0528,amazon.nova-pro-v1:0,model_a,other
gemini-2.5-pro,mistral-medium-2505,model_a,other
o3-2025-04-16,gemini-2.5-flash-preview-04-17,model_a,coding
gemini-2.5-pro,amazon-nova-experimental-chat-05-14,model_b,other
amazon-nova-experimental-chat-05-14,o3-2025-04-16,model_b,other
magistral-medium-2506,qwen3-235b-a22b-no-thinking,model_b,other
minimax-m1,gemini-2.5-flash,model_b,coding
qwen-max-2025-01-25,gpt-4.1-2025-04-14,model_a,other
gemini-2.5-pro-preview-05-06,qwen3-235b-a22b-no-thinking,model_a,other
claude-3-7-sonnet-20250219-thinking-32k,amazon.nova-pro-v1:0,model_a,other
mistral-medium-2505,grok-3-mini-high,model_b,coding
amazon.nova-pro-v1:0,qwen3-235b-a22b,model_b,coding
gemini-2.5-flash,gemma-3n-e4b-it,model_b,coding
qwen-max-2025-01-25,mistral-small-3.1-24b-instruct-2503,model_a,other
command-a-03-2025,gpt-4.1-2025-04-14,model_b,other
mistral-small-2506,kimi-k2-0711-preview,model_a,coding
deepseek-r1-0528,hunyuan-turbos-20250416,model_a,other
claude-opus-4-20250514-thinking-16k,gpt-4.1-mini-2025-04-14,model_b,other
chatgpt-4o-latest-20250326,qwen-max-2025-01-25,model_a,coding
gemini-2.5-pro,grok-3-mini-beta,model_a,other
qwen3-235b-a22b,gemini-2.5-flash-preview-04-17,model_b,other
qwen3-235b-a22b-no-thinking,claude-opus-4-20250514-thinking-16k,model_a,other
llama-3.3-70b-instruct,mistral-medium-2505,model_b,other
qwen3-235b-a22b,gemini-2.5-pro-preview-05-06,model_a,coding
command-a-03-2025,qwen3-235b-a22b-no-thinking,model_b,other
gemini-2.5-flash-preview-04-17,grok-3-mini-beta,model_a,other
llama-4-maverick-17b-128e-instruct,chatgpt-4o-latest-20250326,model_b,other
chatgpt-4o-latest-20250326,o4-mini-2025-04-16,model_b,other
deepseek-r1-0528,gemini-2.5-pro,model_b,other
grok-3-mini-beta,o3-2025-04-16,model_b,coding
deepseek-v3-0324,llama-4-maverick-03-26-experimental,model_a,other
deepseek-r1-0528,qwen3-235b-a22b,model_a,coding
gemini-2.5-flash-lite-preview-06-17-thinking,llama-3.3-70b-instruct,model_b,other
mistral-medium-2505,claude-sonnet-4-20250514-thinking-32k,model_a,other
qwen3-235b-a22b,claude-sonnet-4-20250514-thinking-32k,model_b,other
gemini-2.5-flash-preview-04-17,gemini-2.0-flash-001,model_a,coding
gemini-2.5-pro-preview-05-06,gemini-2.5-pro,model_b,other
deepseek-v3-0324,o3-2025-04-16,model_a,other
claude-3-7-sonnet-20250219,command-a-03-2025,model_a,other
gemini-2.5-flash-lite-preview-06-17-thinking,qwen3-235b-a22b,model_a,other
o3-2025-04-16,gemini-2.5-flash-preview-04-17,model_a,other
deepseek-v3-0324,llama-4-maverick-03-26-experimental,model_a,other
claude-3-7-sonnet-20250219,gemini-2.0-flash-001,model_b,other
o3-2025-04-16,chatgpt-4o-latest-20250326,model_b,other
llama-3.3-70b-instruct,llama-4-maverick-17b-128e-instruct,model_a,coding
deepseek-v3-0324,grok-3-mini-beta,model_b,other
qwen3-30b-a3b,gemini-2.5-flash-lite-preview-06-17-thinking,model_b,other
minimax-m1,amazon-nova-experimental-chat-05-14,model_b,coding
grok-4-0709,mistral-small-3.1-24b-instruct-2503,model_a,other
claude-3-5-haiku-20241022,mistral-medium-2505,model_b,coding
grok-3-preview-02-24,claude-3-5-haiku-20241022,model_b,coding
gemma-3n-e4b-it,amazon.nova-pro-v1:0,model_b,coding
o3-mini,claude-opus-4-20250514,model_b,other
deepseek-v3-0324,o3-mini,model_b,coding
gemini-2.5-flash-preview-04-17,gpt-4.1-mini-2025-04-14,model_a,other
llama-3.3-70b-instruct,gemini-2.5-pro,model_b,coding
chatgpt-4o-latest-20250326,magistral-medium-2506,model_a,other
grok-3-preview-02-24,amazon-nova-experimental-chat-05-14,model_a,other
gemini-2.5-flash-preview-04-17,gemini-2.5-flash-lite-preview-06-17-thinking,model_a,coding
claude-3-7-sonnet-20250219-thinking-32k,gemini-2.5-flash,model_b,other
chatgpt-4o-latest-20250326,mistral-medium-2505,model_a,other
gemini-2.5-pro,mistral-small-3.1-24b-instruct-2503,model_a,coding
qwen-max-2025-01-25,o3-2025-04-16,model_b,other
deepseek-r1-0528,qwen3-235b-a22b-no-thinking,model_a,other
qwq-32b,gemma-3-27b-it,model_b,other
gemini-2.5-flash,claude-sonnet-4-20250514,model_a,other
gemini-2.5-pro,claude-opus-4-20250514-thinking-16k,model_a,coding
o4-mini-2025-04-16,claude-3-5-haiku-20241022,model_a,other
llama-4-maverick-17b-128e-instruct,gemini-2.5-pro,model_a,other
claude-3-5-sonnet-20241022,chatgpt-4o-latest-20250326,model_a,coding
deepseek-v3-0324,amazon-nova-experimental-chat-05-14,model_a,other
claude-sonnet-4-20250514-thinking-32k,o3-2025-04-16,model_b,coding
qwen3-30b-a3b,o4-mini-2025-04-16,model_a,other
grok-3-preview-02-24,gemini-2.0-flash-001,model_a,coding
claude-3-7-sonnet-20250219,claude-3-5-haiku-20241022,model_a,other
grok-3-mini-beta,amazon.nova-pro-v1:0,model_b,other
qwen-max-2025-01-25,chatgpt-4o-latest-20250326,model_b,other
claude-sonnet-4-20250514,mistral-medium-2505,model_a,other
gemini-2.5-flash-preview-04-17,gemini-2.0-flash-001,model_a,other
grok-3-preview-02-24,gemini-2.5-flash-lite-preview-06-17-thinking,model_b,other
llama-4-maverick-03-26-experimental,minimax-m1,model_b,other
o3-2025-04-16,magistral-medium-2506,model_a,other
gemini-2.5-flash,qwen-max-2025-01-25,model_a,other
qwen3-30b-a3b,grok-4-0709,model_b,other
kimi-k2-0711-preview,grok-3-mini-high,model_a,other
claude-3-5-haiku-20241022,o3-2025-04-16,model_a,other
magistral-medium-2506,minimax-m1,model_a,other
claude-opus-4-20250514-thinking-16k,gemini-2.5-flash,model_b,coding
o4-mini-2025-04-16,claude-3-5-haiku-20241022,model_a,coding
grok-3-preview-02-24,llama-4-maverick-17b-128e-instruct,model_a,other
minimax-m1,deepseek-v3-0324,model_b,coding
llama-3.3-70b-instruct,grok-3-preview-02-24,model_b,other
qwq-32b,command-a-03-2025,model_b,other
claude-opus-4-20250514-thinking-16k,qwen-max-2025-01-25,model_b,other
claude-3-5-sonnet-20241022,claude-opus-4-20250514-thinking-16k,model_a,other
llama-4-maverick-03-26-experimental,qwen-max-2025-01-25,model_a,other
mistral-small-3.1-24b-instruct-2503,o3-2025-04-16,model_b,other
o3-mini,gemma-3-27b-it,model_b,other
mistral-medium-2505,gemini-2.5-pro,model_b,coding
o3-mini,qwq-32b,model_b,other
gemini-2.5-flash,grok-3-mini-beta,model_a,coding
claude-opus-4-20250514,claude-3-7-sonnet-20250219-thinking-32k,model_a,other
gemini-2.0-flash-001,claude-3-5-sonnet-20241022,model_a,coding
llama-4-maverick-03-26-experimental,gemma-3-27b-it,model_b,other
claude-opus-4-20250514-thinking-16k,grok-3-preview-02-24,model_a,other
qwen3-30b-a3b,claude-sonnet-4-20250514,model_a,coding
gemini-2.5-pro,command-a-03-2025,model_b,coding
deepseek-r1-0528,grok-3-mini-beta,model_a,other
gemini-2.5-pro,gemma-3n-e4b-it,model_a,other
deepseek-r1-0528,deepseek-v3-0324,model_a,coding
o4-mini-2025-04-16,gemini-2.5-flash-lite-preview-06-17-thinking,model_a,other
minimax-m1,claude-sonnet-4-20250514-thinking-32k,model_b,coding
o3-2025-04-16,o4-mini-2025-04-16,model_a,other
llama-3.3-70b-instruct,gemini-2.5-flash-preview-04-17,model_b,other
claude-3-7-sonnet-20250219-thinking-32k,amazon.nova-pro-v1:0,model_b,other
gemini-2.5-pro,gemma-3-27b-it,model_b,coding
amazon.nova-pro-v1:0,claude-3-5-haiku-20241022,model_b,other
gemini-2.0-flash-001,claude-3-5-sonnet-20241022,model_b,other
llama-3.3-70b-instruct,claude-opus-4-20250514,model_b,coding
gemini-2.5-flash-preview-04-17,deepseek-v3-0324,model_b,other
grok-3-mini-high,claude-opus-4-20250514,model_a,other
grok-4-0709,gemini-2.5-flash,model_a,other
claude-opus-4-20250514,gemma-3-27b-it,model_b,other
llama-4-maverick-17b-128e-instruct,amazon-nova-experimental-chat-05-14,model_b,other
gemini-2.0-flash-001,minimax-m1,model_a,coding
llama-3.3-70b-instruct,grok-3-mini-beta,model_b,other
qwen3-235b-a22b-instruct-2507,mistral-small-3.1-24b-instruct-2503,model_a,other
claude-sonnet-4-20250514-thinking-32k,qwen3-235b-a22b-no-thinking,model_b,coding
claude-3-7-sonnet-20250219,claude-3-5-sonnet-20241022,model_b,coding
llama-4-maverick-03-26-experimental,gpt-4.1-mini-2025-04-14,model_a,other
claude-3-7-sonnet-20250219,mistral-medium-2505,model_b,other
llama-4-maverick-03-26-experimental,claude-3-5-haiku-20241022,model_a,other
claude-3-5-haiku-20241022,qwen3-235b-a22b-no-thinking,model_b,other
minimax-m1,claude-3-7-sonnet-20250219,model_a,other
llama-4-maverick-17b-128e-instruct,grok-4-0709,model_a,other
gemma-3-27b-it,gpt-4o-mini-2024-07-18,model_a,coding
llama-3.3-70b-instruct,command-a-03-2025,model_a,coding
o4-mini-2025-04-16,claude-3-7-sonnet-20250219,model_b,other
llama-3.3-70b-instruct,deepseek-r1-0528,model_a,other
qwq-32b,gemini-2.5-pro,model_a,coding
llama-3.3-70b-instruct,gpt-4o-2024-11-20,model_a,other
o3-mini,claude-3-7-sonnet-20250219,model_b,other
mistral-medium-2505,claude-opus-4-20250514-thinking-16k,model_b,other
magistral-medium-2506,grok-3-mini-beta,model_b,coding
gemini-2.0-flash-001,o4-mini-2025-04-16,model_a,coding
gemini-2.5-flash-lite-preview-06-17-thinking,claude-sonnet-4-20250514,model_a,other
mistral-medium-2505,qwq-32b,model_a,other
llama-4-scout-17b-16e-instruct,minimax-m1,model_a,coding
qwen3-235b-a22b-no-thinking,claude-3-5-sonnet-20241022,model_a,other
gemini-2.5-flash-lite-preview-06-17-thinking,claude-sonnet-4-20250514-thinking-32k,model_b,other
o4-mini-2025-04-16,gemini-2.0-flash-001,model_a,other
o3-mini,grok-3-mini-beta,model_a,coding
claude-opus-4-20250514-thinking-16k,gemini-2.5-pro,model_a,other
grok-3-mini-beta,claude-opus-4-20250514,model_b,other
command-a-03-2025,claude-3-5-haiku-20241022,model_b,coding
chatgpt-4o-latest-20250326,deepseek-v3-0324,model_a,other
gpt-4.1-2025-04-14,gemini-2.0-flash-001,model_a,coding
claude-sonnet-4-20250514,claude-3-7-sonnet-20250219,model_b,other
gemma-3n-e4b-it,o3-2025-04-16,model_b,other
gpt-4.1-2025-04-14,claude-3-5-sonnet-20241022,model_a,other
gpt-4o-mini-2024-07-18,gpt-4o-2024-11-20,model_b,coding
gemini-2.5-pro-preview-05-06,o3-2025-04-16,model_b,coding
claude-opus-4-20250514-thinking-16k,qwen3-235b-a22b,model_a,other
gpt-4.1-2025-04-14,command-a-03-2025,model_b,other
qwq-32b,kimi-k2-0711-preview,model_b,coding
claude-3-5-haiku-20241022,gemini-2.5-flash,model_b,coding
claude-sonnet-4-20250514-thinking-32k,grok-3-preview-02-24,model_b,other
o3-2025-04-16,gemini-2.0-flash-001,model_a,other
magistral-medium-2506,minimax-m1,model_b,other
gpt-4.1-2025-04-14,claude-sonnet-4-20250514-thinking-32k,model_a,other
gemini-2.5-flash-lite-preview-06-17-thinking,qwen-max-2025-01-25,model_a,other
claude-sonnet-4-20250514,llama-3.3-70b-instruct,model_a,other
o3-2025-04-16,command-a-03-2025,model_a,coding
grok-3-preview-02-24,qwen3-235b-a22b-no-thinking,model_b,other
claude-3-5-haiku-20241022,deepseek-r1-0528,model_b,other
claude-sonnet-4-20250514,claude-opus-4-20250514-thinking-16k,model_a,other
o3-2025-04-16,mistral-medium-2505,model_b,other
gemini-2.5-pro-preview-05-06,claude-sonnet-4-20250514,model_a,other
grok-3-preview-02-24,amazon.nova-pro-v1:0,model_a,coding
mistral-medium-2505,claude-3-7-sonnet-20250219,model_a,other
llama-4-maverick-17b-128e-instruct,chatgpt-4o-latest-20250326,model_b,other
qwen-max-2025-01-25,o3-mini,model_b,other
command-a-03-2025,qwen-max-2025-01-25,model_a,coding
qwq-32b,claude-3-5-sonnet-20241022,model_a,other
gpt-4.1-mini-2025-04-14,llama-4-maverick-03-26-experimental,model_b,other
gpt-4.1-2025-04-14,gemini-2.0-flash-001,model_b,other
grok-3-preview-02-24,gemma-3-27b-it,model_b,other
gemini-2.5-pro,gemma-3-27b-it,model_a,other
minimax-m1,mistral-medium-2505,model_b,coding
claude-sonnet-4-20250514-thinking-32k,mistral-medium-2505,model_a,other
gpt-4.1-2025-04-14,claude-3-7-sonnet-20250219,model_a,other
qwen3-30b-a3b,claude-3-7-sonnet-20250219,model_b,other
mistral-medium-2505,gpt-4.1-2025-04-14,model_a,other
qwen3-30b-a3b,gemini-2.0-flash-001,model_a,other
gemini-2.5-pro-preview-05-06,claude-opus-4-20250514,model_a,other
grok-3-mini-beta,claude-sonnet-4-20250514,model_a,other
claude-sonnet-4-20250514,grok-3-mini-beta,model_b,other
qwq-32b,claude-3-7-sonnet-20250219,model_a,other
gpt-4.1-mini-2025-04-14,llama-4-maverick-17b-128e-instruct,model_a,other
amazon.nova-pro-v1:0,deepseek-v3-0324,model_a,other
llama-4-scout-17b-16e-instruct,o3-mini,model_a,coding
amazon.nova-pro-v1:0,o3-mini,model_b,other
grok-3-preview-02-24,gemini-2.5-flash-lite-preview-06-17-thinking,model_a,coding
llama-3.3-70b-instruct,deepseek-r1-0528,model_b,coding
gemini-2.5-flash-preview-04-17,gpt-4.1-mini-2025-04-14,model_b,other
gpt-4.1-mini-2025-04-14,claude-opus-4-20250514,model_b,other
command-a-03-2025,mistral-small-3.1-24b-instruct-2503,model_a,other
chatgpt-4o-latest-20250326,gemini-2.5-pro,model_b,coding
claude-3-5-haiku-20241022,grok-3-preview-02-24,model_b,coding
llama-4-maverick-17b-128e-instruct,gemini-2.5-flash-preview-04-17,model_a,coding
minimax-m1,hunyuan-turbos-20250416,model_b,coding
o3-mini,command-a-03-2025,model_a,other
o3-mini,gemini-2.5-pro,model_b,other
o3-2025-04-16,grok-3-preview-02-24,model_a,other
o3-2025-04-16,claude-sonnet-4-20250514-thinking-32k,model_a,other
o3-mini,llama-4-maverick-03-26-experimental,model_b,coding
claude-opus-4-20250514-thinking-16k,amazon-nova-experimental-chat-05-14,model_b,other
minimax-m1,mistral-small-3.1-24b-instruct-2503,model_a,other
gemini-2.5-pro-preview-05-06,amazon.nova-pro-v1:0,model_a,other
claude-3-7-sonnet-20250219-thinking-32k,gemini-2.5-pro-preview-05-06,model_b,other
o3-2025-04-16,qwen3-235b-a22b-no-thinking,model_b,coding
gemma-3-27b-it,gpt-4o-2024-11-20,model_b,coding
gemini-2.5-pro,o3-mini,model_a,other
mistral-medium-2505,qwen3-235b-a22b-no-thinking,model_b,coding
gpt-4.1-mini-2025-04-14,amazon.nova-pro-v1:0,model_b,coding
claude-3-7-sonnet-20250219-thinking-32k,gemini-2.5-pro,model_b,other
qwen-max-2025-01-25,claude-opus-4-20250514-thinking-16k,model_b,other
command-a-03-2025,claude-3-7-sonnet-20250219-thinking-32k,model_b,coding
claude-sonnet-4-20250514,amazon.nova-pro-v1:0,model_a,coding
chatgpt-4o-latest-20250326,qwen-max-2025-01-25,model_b,other
qwen3-235b-a22b-no-thinking,o4-mini-2025-04-16,model_a,other
mistral-medium-2505,deepseek-v3-0324,model_b,other
gemini-2.5-pro,qwen3-30b-a3b,model_a,other
chatgpt-4o-latest-20250326,claude-3-5-sonnet-20241022,model_a,other
qwq-32b,gemini-2.5-flash-preview-04-17,model_b,other
gemini-2.5-flash-preview-04-17,grok-3-mini-beta,model_b,other
amazon-nova-experimental-chat-05-14,command-a-03-2025,model_a,other
gemini-2.5-pro-preview-03-25,claude-3-5-sonnet-20241022,model_a,other
grok-3-mini-high,gemini-2.5-flash,model_b,other
o4-mini-2025-04-16,gemini-2.5-flash,model_a,other
mistral-small-3.1-24b-instruct-2503,gemini-2.5-pro,model_b,other
gemini-2.5-pro-preview-05-06,claude-3-7-sonnet-20250219,model_a,coding
gemini-2.5-pro-preview-05-06,claude-3-5-haiku-20241022,model_a,other
mistral-medium-2505,qwq-32b,model_b,other
qwen3-235b-a22b,magistral-medium-2506,model_a,coding
claude-3-5-haiku-20241022,grok-3-mini-high,model_b,other
o4-mini-2025-04-16,llama-4-maverick-03-26-experimental,model_a,other
qwen-max-2025-01-25,qwq-32b,model_a,other
grok-3-mini-high,gemini-2.5-flash-preview-04-17,model_a,coding
claude-3-5-sonnet-20241022,o3-2025-04-16,model_a,coding
gpt-4.1-mini-2025-04-14,deepseek-r1-0528,model_a,coding
claude-opus-4-20250514,gemini-2.5-flash,model_a,other
claude-sonnet-4-20250514-thinking-32k,llama-4-scout-17b-16e-instruct,model_b,coding
qwen3-235b-a22b,gemini-2.5-pro,model_a,other
claude-3-5-haiku-20241022,claude-opus-4-20250514,model_a,other
amazon-nova-experimental-chat-05-14,mistral-small-3.1-24b-instruct-2503,model_a,other
gpt-4.1-2025-04-14,gemini-2.5-flash-preview-04-17,model_a,other
claude-3-7-sonnet-20250219-thinking-32k,gemini-2.5-flash-lite-preview-06-17-thinking,model_a,other
gemini-2.5-pro-preview-05-06,claude-3-5-sonnet-20241022,model_a,coding
qwen3-235b-a22b,llama-4-scout-17b-16e-instruct,model_a,other
gemini-2.5-flash,mistral-medium-2505,model_b,other
gemini-2.5-pro-preview-05-06,deepseek-r1-0528,model_b,other
claude-3-7-sonnet-20250219-thinking-32k,command-a-03-2025,model_b,other
gpt-4.1-mini-2025-04-14,claude-3-7-sonnet-20250219,model_a,coding
mistral-medium-2505,deepseek-v3-0324,model_b,other
grok-3-preview-02-24,llama-4-maverick-17b-128e-instruct,model_b,other
claude-3-5-haiku-20241022,deepseek-v3-0324,model_b,other
o3-2025-04-16,qwen3-235b-a22b,model_b,other
gemini-2.5-flash,grok-3-mini-high,model_a,coding
qwen3-235b-a22b,gemini-2.5-flash-preview-04-17,model_a,other
claude-3-5-haiku-20241022,gemini-2.5-flash-preview-04-17,model_b,other
claude-3-5-sonnet-20241022,claude-3-5-haiku-20241022,model_a,other
claude-opus-4-20250514,gemini-2.5-pro,model_a,other
qwen3-30b-a3b,claude-opus-4-20250514,model_b,other
llama-4-maverick-17b-128e-instruct,claude-3-7-sonnet-20250219,model_a,other
gemini-2.5-flash,command-a-03-2025,model_a,other
mistral-small-2506,gemini-2.5-flash,model_b,coding
gemini-2.5-flash,claude-3-7-sonnet-20250219,model_a,coding
claude-3-7-sonnet-20250219-thinking-32k,gpt-4.1-mini-2025-04-14,model_b,other
claude-opus-4-20250514-thinking-16k,kimi-k2-0711-preview,model_b,coding
amazon.nova-pro-v1:0,claude-3-7-sonnet-20250219-thinking-32k,model_a,other
claude-opus-4-20250514-thinking-16k,o3-2025-04-16,model_b,coding
gemini-2.5-pro,command-a-03-2025,model_a,other
hunyuan-turbos-20250416,grok-3-preview-02-24,model_b,coding
mistral-medium-2505,llama-4-scout-17b-16e-instruct,model_b,other
gemma-3-27b-it,llama-3.3-70b-instruct,model_a,other
gemini-2.5-flash-lite-preview-06-17-thinking,gpt-4.1-mini-2025-04-14,model_a,other
llama-4-scout-17b-16e-instruct,grok-3-mini-beta,model_b,other
claude-opus-4-20250514,grok-3-mini-beta,model_b,coding
grok-3-preview-02-24,claude-opus-4-20250514-thinking-16k,model_b,coding
gemini-2.5-pro-preview-05-06,claude-opus-4-20250514,model_a,other
amazon-nova-experimental-chat-05-14,gemini-2.5-flash,model_a,other
deepseek-r1-0528,claude-sonnet-4-20250514,model_b,other
gemma-3-27b-it,gpt-4.1-mini-2025-04-14,model_a,other
gpt-4.1-2025-04-14,gpt-4o-2024-11-20,model_a,other
qwen3-235b-a22b-no-thinking,o4-mini-2025-04-16,model_a,coding
qwen3-30b-a3b,amazon-nova-experimental-chat-05-14,model_b,other
claude-opus-4-20250514-thinking-16k,grok-3-preview-02-24,model_b,other
o3-mini,deepseek-v3-0324,model_b,other
claude-opus-4-20250514-thinking-16k,qwen3-235b-a22b,model_a,coding
gemini-2.0-flash-001,claude-3-5-sonnet-20241022,model_b,coding
mistral-medium-2505,llama-3.3-70b-instruct,model_a,coding
grok-3-mini-beta,grok-3-mini-high,model_a,other
gemini-2.5-flash-preview-04-17,o3-mini,model_a,other
chatgpt-4o-latest-20250326,claude-opus-4-20250514,model_a,other
